vendor_id,pick_date,drop_date,n_passenger,trip_distance,ratecode_id,store_and_fwd_flag,pick_loc_id,drop_loc_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,pick_day,pick_dow,pick_wkday,trip_duration
2,8/29/2016 17:35,8/29/2016 17:39,2,0.52,1,N,237,236,Card,4.5,1,0.5,1.26,0,0.3,7.56,8/29/2016,Mon,TRUE,4.166666667
2,8/26/2016 6:22,8/26/2016 6:24,2,1.04,1,N,237,236,Card,5,0,0.5,1.2,0,0.3,7,8/26/2016,Fri,TRUE,2.516666667
1,8/6/2016 22:19,8/6/2016 22:24,1,1,1,N,237,236,Card,6,0.5,0.5,1.7,0,0.3,9,8/6/2016,Sat,FALSE,4.783333333
1,8/4/2016 17:18,8/4/2016 17:26,1,1.6,1,N,237,236,Cash,7.5,1,0.5,0,0,0.3,9.3,8/4/2016,Thu,TRUE,7.983333333
1,8/9/2016 14:51,8/9/2016 14:56,1,1,1,N,237,236,Card,6,0,0.5,1.35,0,0.3,8.15,8/9/2016,Tue,TRUE,4.866666667
2,8/4/2016 21:25,8/4/2016 21:30,1,1.26,1,N,237,236,Card,6,0.5,0.5,1.46,0,0.3,8.76,8/4/2016,Thu,TRUE,4.6
2,8/20/2016 9:52,8/20/2016 9:57,1,1.41,1,N,237,236,Cash,6.5,0,0.5,0,0,0.3,7.3,8/20/2016,Sat,FALSE,4.833333333
2,8/24/2016 18:34,8/24/2016 18:40,2,1.6,1,N,237,236,Card,7,1,0.5,1,0,0.3,9.8,8/24/2016,Wed,TRUE,5.95
2,8/3/2016 13:28,8/3/2016 13:35,1,0.96,1,N,237,236,Card,6.5,0,0.5,0,0,0.3,7.3,8/3/2016,Wed,TRUE,7.016666667
2,8/12/2016 15:42,8/12/2016 15:47,1,0.88,1,N,237,236,Card,5,0,0.5,1.16,0,0.3,6.96,8/12/2016,Fri,TRUE,4.233333333
1,8/23/2016 18:24,8/23/2016 18:29,1,0.9,1,N,237,236,Cash,5.5,1,0.5,0,0,0.3,7.3,8/23/2016,Tue,TRUE,4.3
2,8/2/2016 15:01,8/2/2016 15:05,5,0.69,1,N,237,236,Cash,5,0,0.5,0,0,0.3,5.8,8/2/2016,Tue,TRUE,4.1
2,8/2/2016 11:23,8/2/2016 11:30,1,1.01,1,N,237,236,Cash,7,0,0.5,0,0,0.3,7.8,8/2/2016,Tue,TRUE,7.766666667
2,8/25/2016 19:25,8/25/2016 19:30,1,0.53,1,N,237,236,Card,4.5,1,0.5,1.89,0,0.3,8.19,8/25/2016,Thu,TRUE,4.4
2,8/17/2016 19:16,8/17/2016 19:24,1,1.26,1,N,237,236,Card,7.5,1,0.5,1,0,0.3,10.3,8/17/2016,Wed,TRUE,7.883333333
1,8/25/2016 20:22,8/25/2016 20:28,1,2,1,N,237,236,Card,7.5,1,0.5,1,0,0.3,10.3,8/25/2016,Thu,TRUE,5.483333333
2,8/25/2016 17:17,8/25/2016 17:22,1,1.07,1,N,237,236,Cash,6.5,1,0.5,0,0,0.3,8.3,8/25/2016,Thu,TRUE,5.816666667
2,8/2/2016 14:28,8/2/2016 14:37,1,1.07,1,N,237,236,Card,7.5,0,0.5,2.49,0,0.3,10.79,8/2/2016,Tue,TRUE,9.483333333
2,8/28/2016 2:40,8/28/2016 2:43,1,0.88,1,N,237,236,Card,4.5,0.5,0.5,1.45,0,0.3,7.25,8/28/2016,Sun,FALSE,2.533333333
2,8/4/2016 14:23,8/4/2016 14:26,1,0.51,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,8/4/2016,Thu,TRUE,2.6
1,8/21/2016 18:49,8/21/2016 18:50,2,0.4,1,N,237,236,Cash,3.5,0,0.5,0,0,0.3,4.3,8/21/2016,Sun,FALSE,1.65
1,8/5/2016 12:30,8/5/2016 12:32,1,0.6,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,8/5/2016,Fri,TRUE,2.35
1,8/16/2016 6:47,8/16/2016 6:49,1,0.8,1,N,237,236,Cash,4.5,0,0.5,0,0,0.3,5.3,8/16/2016,Tue,TRUE,2.7
1,8/23/2016 14:56,8/23/2016 15:03,1,1,1,N,237,236,Card,6.5,0,0.5,1.45,0,0.3,8.75,8/23/2016,Tue,TRUE,6.816666667
1,8/22/2016 13:32,8/22/2016 13:40,2,1.5,1,N,237,236,Cash,7.5,0,0.5,0,0,0.3,8.3,8/22/2016,Mon,TRUE,7.633333333
2,8/2/2016 17:57,8/2/2016 18:03,1,1.01,1,N,237,236,Card,6,1,0.5,1.56,0,0.3,9.36,8/2/2016,Tue,TRUE,5.45
1,8/24/2016 20:34,8/24/2016 20:39,1,0.9,1,N,237,236,Card,5.5,0.5,0.5,1.35,0,0.3,8.15,8/24/2016,Wed,TRUE,4.216666667
2,8/11/2016 14:33,8/11/2016 14:41,1,1.17,1,N,237,236,Cash,7,0,0.5,0,0,0.3,7.8,8/11/2016,Thu,TRUE,7.816666667
1,8/15/2016 8:29,8/15/2016 8:33,1,0.5,1,N,237,236,Card,4.5,0,0.5,1,0,0.3,6.3,8/15/2016,Mon,TRUE,3.7
2,8/30/2016 10:55,8/30/2016 11:04,1,1.34,1,N,237,236,Cash,7.5,0,0.5,0,0,0.3,8.3,8/30/2016,Tue,TRUE,8.583333333
2,8/1/2016 12:32,8/1/2016 12:41,1,1.06,1,N,237,236,Cash,7.5,0,0.5,0,0,0.3,8.3,8/1/2016,Mon,TRUE,9.266666667
1,8/2/2016 22:24,8/2/2016 22:28,2,1.3,1,N,237,236,Card,6,0.5,0.5,1.8,0,0.3,9.1,8/2/2016,Tue,TRUE,3.9
1,8/24/2016 8:55,8/24/2016 8:58,1,0.5,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,8/24/2016,Wed,TRUE,2.683333333
2,8/3/2016 16:51,8/3/2016 16:57,1,0.83,1,N,237,236,Card,5.5,1,0.5,1.46,0,0.3,8.76,8/3/2016,Wed,TRUE,5.183333333
2,8/5/2016 11:34,8/5/2016 11:39,1,0.75,1,N,237,236,Card,5.5,0,0.5,1.26,0,0.3,7.56,8/5/2016,Fri,TRUE,4.85
1,8/23/2016 14:54,8/23/2016 14:57,1,0.4,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,8/23/2016,Tue,TRUE,2.65
1,8/12/2016 14:13,8/12/2016 14:18,1,0.8,1,N,237,236,Card,5.5,0,0.5,1,0,0.3,7.3,8/12/2016,Fri,TRUE,4.683333333
1,8/17/2016 9:47,8/17/2016 9:54,1,0.9,1,N,237,236,Card,6.5,0,0.5,1,0,0.3,8.3,8/17/2016,Wed,TRUE,7.2
2,8/14/2016 9:56,8/14/2016 10:02,1,1.76,1,N,237,236,Card,8,0,0.5,1.76,0,0.3,10.56,8/14/2016,Sun,FALSE,6
1,8/3/2016 10:56,8/3/2016 11:01,1,0.9,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,8/3/2016,Wed,TRUE,5.533333333
2,8/20/2016 9:07,8/20/2016 9:12,5,1.42,1,N,237,236,Cash,6.5,0,0.5,0,0,0.3,7.3,8/20/2016,Sat,FALSE,5.183333333
2,8/22/2016 7:15,8/22/2016 7:17,1,0.9,1,N,237,236,Card,4.5,0,0.5,1.06,0,0.3,6.36,8/22/2016,Mon,TRUE,1.983333333
2,8/16/2016 20:35,8/16/2016 20:39,2,0.69,1,N,237,236,Card,5,0.5,0.5,1.89,0,0.3,8.19,8/16/2016,Tue,TRUE,3.883333333
2,8/7/2016 15:21,8/7/2016 15:24,1,0.81,1,N,237,236,Card,4.5,0,0.5,0,0,0.3,5.3,8/7/2016,Sun,FALSE,3.2
1,8/6/2016 17:44,8/6/2016 17:47,2,1.3,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/6/2016,Sat,FALSE,3.716666667
2,8/19/2016 14:18,8/19/2016 14:26,2,1.5,1,N,237,236,Cash,8,0,0.5,0,0,0.3,8.8,8/19/2016,Fri,TRUE,8.316666667
2,8/19/2016 14:24,8/19/2016 14:30,1,0.84,1,N,237,236,Card,6,0,0.5,1,0,0.3,7.8,8/19/2016,Fri,TRUE,6.633333333
2,8/29/2016 9:14,8/29/2016 9:20,1,1.28,1,N,237,236,Card,6.5,0,0.5,1.46,0,0.3,8.76,8/29/2016,Mon,TRUE,5.966666667
2,8/30/2016 13:11,8/30/2016 13:19,2,1.43,1,N,237,236,Card,8,0,0.5,2.64,0,0.3,11.44,8/30/2016,Tue,TRUE,8.033333333
2,8/26/2016 8:49,8/26/2016 8:55,1,1.09,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/26/2016,Fri,TRUE,5.533333333
1,8/9/2016 16:39,8/9/2016 16:45,1,1,1,N,237,236,Card,6.5,1,0.5,1,0,0.3,9.3,8/9/2016,Tue,TRUE,6.216666667
1,8/10/2016 14:00,8/10/2016 14:05,1,0.8,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/10/2016,Wed,TRUE,5.9
2,8/17/2016 19:30,8/17/2016 19:33,6,0.59,1,N,237,236,Card,4,1,0.5,1.16,0,0.3,6.96,8/17/2016,Wed,TRUE,2.816666667
1,8/15/2016 13:12,8/15/2016 13:19,2,1,1,N,237,236,Cash,6.5,0,0.5,0,0,0.3,7.3,8/15/2016,Mon,TRUE,6.566666667
2,8/11/2016 14:37,8/11/2016 14:44,5,1.47,1,N,237,236,Cash,7,0,0.5,0,0,0.3,7.8,8/11/2016,Thu,TRUE,6.9
1,8/3/2016 19:37,8/3/2016 19:39,1,0.5,1,N,237,236,Cash,3.5,1,0.5,0,0,0.3,5.3,8/3/2016,Wed,TRUE,1.733333333
2,8/17/2016 19:33,8/17/2016 19:37,1,0.83,1,N,237,236,Card,5,1,0.5,1.36,0,0.3,8.16,8/17/2016,Wed,TRUE,4.316666667
2,8/31/2016 12:26,8/31/2016 12:33,1,1.19,1,N,237,236,Card,7,0,0.5,1.56,0,0.3,9.36,8/31/2016,Wed,TRUE,6.85
1,8/20/2016 16:36,8/20/2016 16:37,1,0.4,1,N,237,236,Card,3.5,0,0.5,1,0,0.3,5.3,8/20/2016,Sat,FALSE,1
2,8/10/2016 9:53,8/10/2016 10:01,1,1.03,1,N,237,236,Card,7,0,0.5,1.95,0,0.3,9.75,8/10/2016,Wed,TRUE,7.666666667
1,8/22/2016 15:11,8/22/2016 15:14,2,0.4,1,N,237,236,Card,4,0,0.5,1,0,0.3,5.8,8/22/2016,Mon,TRUE,2.7
1,8/19/2016 10:23,8/19/2016 10:30,1,1,1,N,237,236,Card,6.5,0,0.5,1.8,0,0.3,9.1,8/19/2016,Fri,TRUE,6.733333333
2,8/4/2016 15:53,8/4/2016 16:01,3,1.6,1,N,237,236,Card,7.5,0,0.5,1,0,0.3,9.3,8/4/2016,Thu,TRUE,8.533333333
1,8/17/2016 10:17,8/17/2016 10:22,1,0.7,1,N,237,236,Card,5.5,0,0.5,1,0,0.3,7.3,8/17/2016,Wed,TRUE,5.783333333
1,8/4/2016 15:34,8/4/2016 15:40,1,1.1,1,N,237,236,Card,6.5,0,0.5,1.45,0,0.3,8.75,8/4/2016,Thu,TRUE,6.3
1,8/30/2016 21:05,8/30/2016 21:12,3,1.6,1,N,237,236,Card,7.5,0.5,0.5,1.5,0,0.3,10.3,8/30/2016,Tue,TRUE,6.75
1,8/31/2016 9:49,8/31/2016 9:54,1,0.9,1,N,237,236,Card,5.5,0,0.5,1.25,0,0.3,7.55,8/31/2016,Wed,TRUE,4.75
1,8/29/2016 18:24,8/29/2016 18:29,1,1.3,1,N,237,236,Cash,6,1,0.5,0,0,0.3,7.8,8/29/2016,Mon,TRUE,5.033333333
2,8/19/2016 10:21,8/19/2016 10:30,2,1.12,1,N,237,236,Cash,7.5,0,0.5,0,0,0.3,8.3,8/19/2016,Fri,TRUE,8.316666667
2,8/6/2016 9:09,8/6/2016 9:13,1,0.98,1,N,237,236,Card,5.5,0,0.5,0.75,0,0.3,7.05,8/6/2016,Sat,FALSE,4.233333333
1,8/24/2016 14:53,8/24/2016 15:01,1,1.2,1,N,237,236,Card,7.5,0,0.5,1.65,0,0.3,9.95,8/24/2016,Wed,TRUE,8.8
1,8/15/2016 14:47,8/15/2016 14:49,2,0.7,1,N,237,236,Cash,4.5,0,0.5,0,0,0.3,5.3,8/15/2016,Mon,TRUE,2.7
1,8/25/2016 14:02,8/25/2016 14:07,1,0.8,1,N,237,236,Card,5,0,0.5,1.16,0,0.3,6.96,8/25/2016,Thu,TRUE,4.916666667
2,8/26/2016 18:33,8/26/2016 18:42,1,1.28,1,N,237,236,Cash,8,1,0.5,0,0,0.3,9.8,8/26/2016,Fri,TRUE,8.816666667
2,8/12/2016 8:56,8/12/2016 9:00,3,1.11,1,N,237,236,Card,5.5,0,0.5,1,0,0.3,7.3,8/12/2016,Fri,TRUE,4.4
1,8/14/2016 13:54,8/14/2016 13:59,1,1.4,1,N,237,236,Card,6.5,0,0.5,1.46,0,0.3,8.76,8/14/2016,Sun,FALSE,5.5
1,8/26/2016 13:46,8/26/2016 13:57,1,1.5,1,N,237,236,Cash,9,0,0.5,0,0,0.3,9.8,8/26/2016,Fri,TRUE,11.11666667
2,8/1/2016 16:48,8/1/2016 16:58,1,1.41,1,N,237,236,Card,8,1,0.5,1.96,0,0.3,11.76,8/1/2016,Mon,TRUE,9.966666667
1,8/26/2016 11:18,8/26/2016 11:25,1,1.1,1,N,237,236,Cash,6.5,0,0.5,0,0,0.3,7.3,8/26/2016,Fri,TRUE,6.333333333
2,8/11/2016 12:49,8/11/2016 12:59,1,1.69,1,N,237,236,Card,9,0,0.5,1,0,0.3,10.8,8/11/2016,Thu,TRUE,9.95
2,8/18/2016 19:12,8/18/2016 19:19,2,1.31,1,N,237,236,Cash,7,1,0.5,0,0,0.3,8.8,8/18/2016,Thu,TRUE,7.216666667
2,8/6/2016 21:46,8/6/2016 21:49,1,1.22,1,N,237,236,Cash,5.5,0.5,0.5,0,0,0.3,6.8,8/6/2016,Sat,FALSE,3.433333333
2,8/14/2016 11:53,8/14/2016 11:57,1,1.42,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/14/2016,Sun,FALSE,4.316666667
2,8/8/2016 19:47,8/8/2016 19:51,6,1.04,1,N,237,236,Card,5.5,1,0.5,1.5,0,0.3,8.8,8/8/2016,Mon,TRUE,4.233333333
1,8/9/2016 15:28,8/9/2016 15:33,1,0.8,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/9/2016,Tue,TRUE,5.533333333
2,8/27/2016 19:28,8/27/2016 19:34,1,1.06,1,N,237,236,Card,6,0,0.5,1.36,0,0.3,8.16,8/27/2016,Sat,FALSE,5.066666667
2,8/3/2016 17:27,8/3/2016 17:30,1,0.83,1,N,237,236,Card,4.5,1,0.5,0.94,0,0.3,7.24,8/3/2016,Wed,TRUE,3.116666667
1,8/30/2016 15:32,8/30/2016 15:36,1,0.4,1,N,237,236,Cash,4.5,0,0.5,0,0,0.3,5.3,8/30/2016,Tue,TRUE,3.8
2,8/21/2016 20:02,8/21/2016 20:07,1,1.28,1,N,237,236,Card,6,0.5,0.5,1.46,0,0.3,8.76,8/21/2016,Sun,FALSE,4.9
1,8/28/2016 12:09,8/28/2016 12:12,1,0.5,1,N,237,236,Card,4,0,0.5,1.44,0,0.3,6.24,8/28/2016,Sun,FALSE,2.133333333
2,8/7/2016 16:07,8/7/2016 16:16,1,1.94,1,N,237,236,Cash,9,0,0.5,0,0,0.3,9.8,8/7/2016,Sun,FALSE,9.1
2,8/8/2016 18:22,8/8/2016 18:26,1,0.77,1,N,237,236,Cash,5,1,0.5,0,0,0.3,6.8,8/8/2016,Mon,TRUE,3.9
2,8/20/2016 23:11,8/20/2016 23:17,3,1.12,1,N,237,236,Cash,6.5,0.5,0.5,0,0,0.3,7.8,8/20/2016,Sat,FALSE,5.066666667
2,8/16/2016 12:16,8/16/2016 12:26,1,1.62,1,N,237,236,Card,8.5,0,0.5,1.25,0,0.3,10.55,8/16/2016,Tue,TRUE,9.95
2,8/30/2016 21:22,8/30/2016 21:28,6,1.22,1,N,237,236,Card,6.5,0.5,0.5,1,0,0.3,8.8,8/30/2016,Tue,TRUE,6.4
2,8/9/2016 9:21,8/9/2016 9:28,1,0.9,1,N,237,236,Cash,6.5,0,0.5,0,0,0.3,7.3,8/9/2016,Tue,TRUE,7.116666667
1,8/14/2016 12:26,8/14/2016 12:29,1,0.9,1,N,237,236,Cash,5,0,0.5,0,0,0.3,5.8,8/14/2016,Sun,FALSE,3.25
2,8/1/2016 18:26,8/1/2016 18:31,1,1.14,1,N,237,236,Card,6,1,0.5,0,0,0.3,7.8,8/1/2016,Mon,TRUE,5.166666667
1,8/9/2016 22:41,8/9/2016 22:50,1,1.1,1,N,237,236,Card,7.5,0.5,0.5,2.6,0,0.3,11.4,8/9/2016,Tue,TRUE,9.066666667
1,8/9/2016 15:36,8/9/2016 15:40,1,0.7,1,N,237,236,Card,5,0,0.5,1.2,0,0.3,7,8/9/2016,Tue,TRUE,3.716666667
1,8/16/2016 18:03,8/16/2016 18:09,1,1.4,1,N,237,236,Cash,7,1,0.5,0,0,0.3,8.8,8/16/2016,Tue,TRUE,6.516666667
2,8/1/2016 20:45,8/1/2016 20:47,1,0.79,1,N,237,236,Card,4,0.5,0.5,1.06,0,0.3,6.36,8/1/2016,Mon,TRUE,2.133333333
1,8/10/2016 19:16,8/10/2016 19:22,1,1.4,1,N,237,236,Cash,6.5,0.5,0.5,0,0,0.3,7.8,8/10/2016,Wed,TRUE,5.983333333
1,8/18/2016 20:10,8/18/2016 20:14,1,1.4,1,N,237,236,Card,6,0.5,0.5,1.45,0,0.3,8.75,8/18/2016,Thu,TRUE,3.966666667
1,8/27/2016 19:21,8/27/2016 19:22,1,0.2,1,N,237,236,Cash,3,0,0.5,0,0,0.3,3.8,8/27/2016,Sat,FALSE,0.9
2,8/8/2016 17:52,8/8/2016 17:58,5,1.32,1,N,237,236,Card,6.5,1,0.5,1.66,0,0.3,9.96,8/8/2016,Mon,TRUE,5.8
1,8/11/2016 12:48,8/11/2016 12:58,1,1.7,1,N,237,236,Cash,9,0,0.5,0,0,0.3,9.8,8/11/2016,Thu,TRUE,9.433333333
2,8/16/2016 16:50,8/16/2016 16:58,1,1.49,1,N,237,236,Card,8,1,0.5,2,0,0.3,11.8,8/16/2016,Tue,TRUE,8.166666667
1,8/9/2016 15:07,8/9/2016 15:19,1,1,1,N,237,236,Card,9,0,0.5,1.95,0,0.3,11.75,8/9/2016,Tue,TRUE,11.81666667
2,8/6/2016 12:09,8/6/2016 12:12,1,0.94,1,N,237,236,Card,5,0,0.5,1,0,0.3,6.8,8/6/2016,Sat,FALSE,3.466666667
1,8/24/2016 19:33,8/24/2016 19:35,1,0.9,1,N,237,236,Card,4.5,1,0.5,0.12,0,0.3,6.42,8/24/2016,Wed,TRUE,2.633333333
1,8/5/2016 12:40,8/5/2016 12:45,1,0.9,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,8/5/2016,Fri,TRUE,5.083333333
2,8/16/2016 13:11,8/16/2016 13:16,1,0.65,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,8/16/2016,Tue,TRUE,5.25
1,8/6/2016 19:24,8/6/2016 19:28,2,1,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,8/6/2016,Sat,FALSE,3.733333333
1,8/19/2016 13:31,8/19/2016 13:37,1,1.1,1,N,237,236,Card,6.5,0,0.5,1.45,0,0.3,8.75,8/19/2016,Fri,TRUE,5.816666667
1,8/15/2016 10:35,8/15/2016 10:40,1,1.3,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/15/2016,Mon,TRUE,5.083333333
2,8/9/2016 16:35,8/9/2016 16:41,2,0.92,1,N,237,236,Cash,6,1,0.5,0,0,0.3,7.8,8/9/2016,Tue,TRUE,6.45
2,8/26/2016 20:29,8/26/2016 20:32,1,0.54,1,N,237,236,Card,4.5,0.5,0.5,1.16,0,0.3,6.96,8/26/2016,Fri,TRUE,3.033333333
1,8/17/2016 9:23,8/17/2016 9:28,1,0.8,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/17/2016,Wed,TRUE,5.283333333
2,8/19/2016 13:22,8/19/2016 13:28,1,0.86,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,8/19/2016,Fri,TRUE,5.35
2,8/11/2016 17:05,8/11/2016 17:09,2,1.27,1,N,237,236,Card,6,1,0.5,1.56,0,0.3,9.36,8/11/2016,Thu,TRUE,4.666666667
1,8/15/2016 14:59,8/15/2016 15:03,1,0.9,1,N,237,236,Card,5,0,0.5,1.45,0,0.3,7.25,8/15/2016,Mon,TRUE,3.516666667
2,8/30/2016 18:39,8/30/2016 18:41,1,0.62,1,N,237,236,Card,4,1,0.5,1.16,0,0.3,6.96,8/30/2016,Tue,TRUE,1.633333333
2,8/25/2016 11:12,8/25/2016 11:21,2,1.53,1,N,237,236,Card,8,0,0.5,1.2,0,0.3,10,8/25/2016,Thu,TRUE,8.55
2,8/31/2016 12:12,8/31/2016 12:23,1,1.54,1,N,237,236,Card,9,0,0.5,1.6,0,0.3,11.4,8/31/2016,Wed,TRUE,10.65
1,8/8/2016 18:07,8/8/2016 18:10,1,0.5,1,N,237,236,Card,4,1,0.5,1.15,0,0.3,6.95,8/8/2016,Mon,TRUE,2.466666667
2,8/10/2016 21:48,8/10/2016 21:51,1,1.12,1,N,237,236,Card,5,0.5,0.5,1.26,0,0.3,7.56,8/10/2016,Wed,TRUE,3.233333333
2,8/11/2016 10:43,8/11/2016 10:53,1,1.55,1,N,237,236,Card,8.5,0,0.5,2.32,0,0.3,11.62,8/11/2016,Thu,TRUE,9.983333333
2,8/12/2016 17:23,8/12/2016 17:26,4,0.93,1,N,237,236,Cash,5,1,0.5,0,0,0.3,6.8,8/12/2016,Fri,TRUE,3.933333333
2,8/7/2016 19:57,8/7/2016 19:59,1,0.63,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,8/7/2016,Sun,FALSE,2.416666667
2,8/8/2016 19:22,8/8/2016 19:29,1,1.33,1,N,237,236,Cash,7,1,0.5,0,0,0.3,8.8,8/8/2016,Mon,TRUE,6.816666667
2,8/12/2016 10:52,8/12/2016 10:58,5,1.01,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/12/2016,Fri,TRUE,5.9
2,8/5/2016 12:10,8/5/2016 12:12,1,0.59,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,8/5/2016,Fri,TRUE,2.383333333
2,8/22/2016 13:34,8/22/2016 13:37,1,0.82,1,N,237,236,Card,4.5,0,0.5,1.06,0,0.3,6.36,8/22/2016,Mon,TRUE,3.383333333
2,8/16/2016 12:32,8/16/2016 12:36,6,0.92,1,N,237,236,Card,5,0,0.5,1.74,0,0.3,7.54,8/16/2016,Tue,TRUE,4.083333333
1,8/5/2016 12:30,8/5/2016 12:37,1,1.1,1,N,237,236,Card,6.5,0,0.5,1.45,0,0.3,8.75,8/5/2016,Fri,TRUE,6.533333333
1,8/25/2016 21:07,8/25/2016 21:13,1,1.4,1,N,237,236,Card,7,0.5,0.5,1.5,0,0.3,9.8,8/25/2016,Thu,TRUE,5.55
2,8/20/2016 14:50,8/20/2016 14:54,2,1.18,1,N,237,236,Card,5.5,0,0.5,1,0,0.3,7.3,8/20/2016,Sat,FALSE,3.283333333
1,8/3/2016 21:55,8/3/2016 22:02,1,1.6,1,N,237,236,Card,8,0.5,0.5,2.75,0,0.3,12.05,8/3/2016,Wed,TRUE,7.533333333
2,8/12/2016 13:19,8/12/2016 13:25,2,1.3,1,N,237,236,Card,6.5,0,0.5,1.82,0,0.3,9.12,8/12/2016,Fri,TRUE,6.033333333
2,8/17/2016 16:37,8/17/2016 16:39,2,0.88,1,N,237,236,Card,4.5,1,0.5,1.26,0,0.3,7.56,8/17/2016,Wed,TRUE,2.333333333
2,8/16/2016 16:50,8/16/2016 16:57,1,1.29,1,N,237,236,Cash,6.5,1,0.5,0,0,0.3,8.3,8/16/2016,Tue,TRUE,6.35
2,8/22/2016 20:28,8/22/2016 20:32,3,0.72,1,N,237,236,Card,4.5,0.5,0.5,1.16,0,0.3,6.96,8/22/2016,Mon,TRUE,3.216666667
2,8/31/2016 11:22,8/31/2016 11:27,1,0.74,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,8/31/2016,Wed,TRUE,5.033333333
1,8/17/2016 13:56,8/17/2016 14:02,2,0.9,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/17/2016,Wed,TRUE,6.383333333
1,8/9/2016 11:20,8/9/2016 11:29,1,1.3,1,N,237,236,Cash,8,0,0.5,0,0,0.3,8.8,8/9/2016,Tue,TRUE,9.033333333
1,8/25/2016 23:51,8/25/2016 23:54,1,0.6,1,N,237,236,Cash,4.5,0.5,0.5,0,0,0.3,5.8,8/25/2016,Thu,TRUE,2.716666667
2,8/3/2016 10:39,8/3/2016 10:46,1,1.11,1,N,237,236,Card,6.5,0,0.5,1.46,0,0.3,8.76,8/3/2016,Wed,TRUE,7.066666667
2,8/17/2016 14:14,8/17/2016 14:20,5,1.55,1,N,237,236,Card,6.5,0,0.5,1.82,0,0.3,9.12,8/17/2016,Wed,TRUE,6.066666667
2,8/13/2016 20:49,8/13/2016 20:53,5,0.99,1,N,237,236,Cash,5,0.5,0.5,0,0,0.3,6.3,8/13/2016,Sat,FALSE,4.433333333
1,8/5/2016 14:55,8/5/2016 14:58,2,0.6,1,N,237,236,Card,4.5,0,0.5,1.3,0,0.3,6.6,8/5/2016,Fri,TRUE,3.083333333
2,8/16/2016 19:16,8/16/2016 19:22,5,1.9,1,N,237,236,Card,7,1,0.5,1.76,0,0.3,10.56,8/16/2016,Tue,TRUE,5.7
2,8/24/2016 15:28,8/24/2016 15:36,2,1.24,1,N,237,236,Cash,7,0,0.5,0,0,0.3,7.8,8/24/2016,Wed,TRUE,7.8
1,8/2/2016 11:53,8/2/2016 11:59,1,1.2,1,N,237,236,Cash,6.5,0,0.5,0,0,0.3,7.3,8/2/2016,Tue,TRUE,6.283333333
2,8/11/2016 9:07,8/11/2016 9:09,5,0.33,1,N,237,236,Cash,3,0,0.5,0,0,0.3,3.8,8/11/2016,Thu,TRUE,1.4
2,8/15/2016 15:28,8/15/2016 15:34,1,1.25,1,N,237,236,Card,6,0,0.5,3,0,0.3,9.8,8/15/2016,Mon,TRUE,5.716666667
2,8/3/2016 7:04,8/3/2016 7:08,6,0.94,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,8/3/2016,Wed,TRUE,4.216666667
2,8/26/2016 14:53,8/26/2016 15:01,2,0.98,1,N,237,236,Card,7,0,0.5,2,0,0.3,9.8,8/26/2016,Fri,TRUE,8.133333333
1,8/5/2016 13:15,8/5/2016 13:18,1,0.8,1,N,237,236,Cash,5,0,0.5,0,0,0.3,5.8,8/5/2016,Fri,TRUE,3.35
2,8/11/2016 22:41,8/11/2016 22:45,1,1,1,N,237,236,Card,5.5,0.5,0.5,1.25,0,0.3,8.05,8/11/2016,Thu,TRUE,4.5
1,8/16/2016 7:21,8/16/2016 7:27,1,1.2,1,N,237,236,Card,7,0,0.5,1.2,0,0.3,9,8/16/2016,Tue,TRUE,6.033333333
2,8/17/2016 9:54,8/17/2016 9:59,1,0.99,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,8/17/2016,Wed,TRUE,4.966666667
1,8/5/2016 23:39,8/5/2016 23:44,2,1.3,1,N,237,236,Card,6.5,0.5,0.5,1.55,0,0.3,9.35,8/5/2016,Fri,TRUE,5.55
